611,Knopf,2006,6,https://en.wikipedia.org/wiki/Knopf,US
612,Serpent's Tail,2005,7,https://en.wikipedia.org/wiki/Serpent%27s_Tail,UK
613,Norstedts Förlag,2005,4,https://en.wikipedia.org/wiki/Norstedts_F%C3%B6rlag,Sweden
614,Doubleday,2015,8,https://en.wikipedia.org/wiki/Doubleday_(publisher),US
615,Bloomsbury,2002,7,https://en.wikipedia.org/wiki/Bloomsbury_Publishing,UK
616,Scribner,2000,6.5,https://en.wikipedia.org/wiki/Charles_Scribner%27s_Sons,US
617,Penguin Press,2005,5,https://en.wikipedia.org/wiki/Penguin_Press,UK
